Ім'я Фамілія 1,Ім'я Фамілія 2,Результат 1,Результат 2,Турнір,Дата,Стадія,Дисципліна
Володимир Коротя,Юрій Леміш,1,4,Чемпіонат м.Ужгород 2025 Вільна піраміда,2025-03-08,quarterfinal,FREE_PYRAMID
Марія Левківська,Стефанія Церковник,3,4,Чемпіонат м.Ужгород 2025 Вільна піраміда,2025-03-08,quarterfinal,FREE_PYRAMID
Максим Король,Євген Драгула,4,1,Чемпіонат м.Ужгород 2025 Вільна піраміда,2025-03-08,quarterfinal,FREE_PYRAMID
Олександр Грін,Микола Шикітка,0,4,Чемпіонат м.Ужгород 2025 Вільна піраміда,2025-03-08,quarterfinal,FREE_PYRAMID
Максим Король,Микола Шикітка,5,2,Чемпіонат Закарпатської області 2025 Вільна піраміда,2025-03-15,final,FREE_PYRAMID
Максим Король,Євген Драгула,4,2,Чемпіонат Закарпатської області 2025 Вільна піраміда,2025-03-15,semifinal,FREE_PYRAMID
Стефанія Церковник,Микола Шикітка,2,4,Чемпіонат Закарпатської області 2025 Вільна піраміда,2025-03-15,semifinal,FREE_PYRAMID
Максим Король,Роман Качур,4,3,Чемпіонат Закарпатської області 2025 Вільна піраміда,2025-03-15,quarterfinal,FREE_PYRAMID
Артур Зелінко,Євген Драгула,3,4,Чемпіонат Закарпатської області 2025 Вільна піраміда,2025-03-15,quarterfinal,FREE_PYRAMID
Стефанія Церковник,Максим Росул,4,3,Чемпіонат Закарпатської області 2025 Вільна піраміда,2025-03-15,quarterfinal,FREE_PYRAMID
Віталій Балко,Микола Шикітка,1,4,Чемпіонат Закарпатської області 2025 Вільна піраміда,2025-03-15,quarterfinal,FREE_PYRAMID
Максим Король,Євген Кравчак,4,0,Чемпіонат Закарпатської області 2025 Вільна піраміда,2025-03-15,round16,FREE_PYRAMID
Едуард Олах,Роман Качур,2,4,Чемпіонат Закарпатської області 2025 Вільна піраміда,2025-03-15,round16,FREE_PYRAMID
Артур Зелінко,Роман Гурчумелія,4,0,Чемпіонат Закарпатської області 2025 Вільна піраміда,2025-03-15,round16,FREE_PYRAMID
Євген Драгула,"Мар""ян Матіїшин",4,1,Чемпіонат Закарпатської області 2025 Вільна піраміда,2025-03-15,round16,FREE_PYRAMID
Стефанія Церковник,Олександр Лизанець,4,3,Чемпіонат Закарпатської області 2025 Вільна піраміда,2025-03-15,round16,FREE_PYRAMID
Михайло Сличко,Максим Росул,3,4,Чемпіонат Закарпатської області 2025 Вільна піраміда,2025-03-15,round16,FREE_PYRAMID
Володимир Коротя,Віталій Балко,2,4,Чемпіонат Закарпатської області 2025 Вільна піраміда,2025-03-15,round16,FREE_PYRAMID
Микола Шикітка,Роман Чийпеш,4,2,Чемпіонат Закарпатської області 2025 Вільна піраміда,2025-03-15,round16,FREE_PYRAMID
Роман Церковник,Олександр Лизанець,2,4,Чемпіонат Закарпатської області 2025 Вільна піраміда,2025-03-15,group,FREE_PYRAMID
Едуард Олах,Роман Гурчумелія,4,0,Чемпіонат Закарпатської області 2025 Вільна піраміда,2025-03-15,group,FREE_PYRAMID
Марія Левківська,Микола Леміш,4,0,Чемпіонат Закарпатської області 2025 Вільна піраміда,2025-03-15,group,FREE_PYRAMID
Артур Зелінко,Єлісей Роганов,4,0,Чемпіонат Закарпатської області 2025 Вільна піраміда,2025-03-15,group,FREE_PYRAMID
Роман Качур,Рамір Лацко,0,4,Чемпіонат Закарпатської області 2025 Вільна піраміда,2025-03-15,group,FREE_PYRAMID
Олексій Бамбушкар,Роман Чийпеш,0,4,Чемпіонат Закарпатської області 2025 Вільна піраміда,2025-03-15,group,FREE_PYRAMID
Олексій Проскурін,Євген Кравчак,2,4,Чемпіонат Закарпатської області 2025 Вільна піраміда,2025-03-15,group,FREE_PYRAMID
Олександр Грін,Іван Боршош,4,0,Чемпіонат Закарпатської області 2025 Вільна піраміда,2025-03-15,group,FREE_PYRAMID
Віталій Балко,Михайло Сличко,3,4,Чемпіонат Закарпатської області 2025 Вільна піраміда,2025-03-15,group,FREE_PYRAMID
Володимир Коротя,Володимир Таранчук,4,0,Чемпіонат Закарпатської області 2025 Вільна піраміда,2025-03-15,group,FREE_PYRAMID
Іван Смочков,Максим Росул,4,0,Чемпіонат Закарпатської області 2025 Вільна піраміда,2025-03-15,group,FREE_PYRAMID
"Мар""ян Матіїшин",Андрій Сергєєв,4,1,Чемпіонат Закарпатської області 2025 Вільна піраміда,2025-03-15,group,FREE_PYRAMID
Максим Король,Олександр Лизанець,4,2,Чемпіонат Закарпатської області 2025 Вільна піраміда,2025-03-15,group,FREE_PYRAMID
Едуард Олах,Марія Левківська,4,2,Чемпіонат Закарпатської області 2025 Вільна піраміда,2025-03-15,group,FREE_PYRAMID
Артур Зелінко,Рамір Лацко,4,0,Чемпіонат Закарпатської області 2025 Вільна піраміда,2025-03-15,group,FREE_PYRAMID
Роман Чийпеш,Євген Драгула,0,4,Чемпіонат Закарпатської області 2025 Вільна піраміда,2025-03-15,group,FREE_PYRAMID
Стефанія Церковник,Євген Кравчак,4,1,Чемпіонат Закарпатської області 2025 Вільна піраміда,2025-03-15,group,FREE_PYRAMID
Олександр Грін,Михайло Сличко,2,4,Чемпіонат Закарпатської області 2025 Вільна піраміда,2025-03-15,group,FREE_PYRAMID
Володимир Коротя,Іван Смочков,4,1,Чемпіонат Закарпатської області 2025 Вільна піраміда,2025-03-15,group,FREE_PYRAMID
"Мар""ян Матіїшин",Микола Шикітка,1,4,Чемпіонат Закарпатської області 2025 Вільна піраміда,2025-03-15,group,FREE_PYRAMID
Роман Гурчумелія,Микола Леміш,3,0,Чемпіонат Закарпатської області 2025 Вільна піраміда,2025-03-15,group,FREE_PYRAMID
Єлісей Роганов,Роман Качур,0,3,Чемпіонат Закарпатської області 2025 Вільна піраміда,2025-03-15,group,FREE_PYRAMID
Іван Боршош,Віталій Балко,1,3,Чемпіонат Закарпатської області 2025 Вільна піраміда,2025-03-15,group,FREE_PYRAMID
Володимир Таранчук,Максим Росул,1,3,Чемпіонат Закарпатської області 2025 Вільна піраміда,2025-03-15,group,FREE_PYRAMID
Роман Церковник,"Мар""ян Матіїшин",1,3,Чемпіонат Закарпатської області 2025 Вільна піраміда,2025-03-15,group,FREE_PYRAMID
Роман Гурчумелія,Іван Смочков,3,1,Чемпіонат Закарпатської області 2025 Вільна піраміда,2025-03-15,group,FREE_PYRAMID
